CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
16783,,Grace,R,Barnes,,213 Valencia Place,,Tacoma,Washington,United States,98403,464-555-0157,12/7/1946,Bachelors ,Management,F,M,1,3,0,5,107054
16784,,Chloe,,Long,,225 San Miguel Rd.,,Haney,British Columbia,Canada,V2W 1W2,393-555-0132,2/10/1946,Bachelors ,Management,F,M,1,3,0,5,100344
16785,,Christian,R,Lee,,1229 Harness Circle,,Tacoma,Washington,United States,98403,190-555-0158,8/12/1946,Bachelors ,Management,M,M,1,1,1,3,96939
16786,,Lucas,A,Reed,,1566 Eagle Ct.,,Los Angeles,California,United States,90012,941-555-0188,9/24/1946,Bachelors ,Management,M,M,1,1,1,4,100846
16787,,Nicole,J,Jackson,,3836 Mt. Davidson Court,,Bellflower,California,United States,90706,660-555-0192,4/26/1946,Bachelors ,Management,F,S,1,1,1,4,84105
16788,,Ronnie,J,Gao,,5329 Notre Dame Ave,,Burlingame,California,United States,94010,318-555-0167,4/14/1947,Bachelors ,Management,M,M,1,3,0,5,92300
16789,,Jennifer,R,Harris,,665 Rishell Ct.,,Seattle,Washington,United States,98104,167-555-0129,9/21/1947,Bachelors ,Management,F,M,1,3,0,5,91917
16790,,Hunter,A,Lopez,,7079 Green Leaf Drive,,Portland,Oregon,United States,97205,400-555-0145,2/10/1947,Bachelors ,Management,M,M,1,3,0,5,105884
16791,,Leonard,F,Yuan,,8483 Wilke Drive,,Cliffside,British Columbia,Canada,V8Y 1L1,140-555-0185,5/7/1947,Bachelors ,Management,M,S,1,3,0,5,97207
16792,,Maria,,Torres,,8202 Lion Circle,,Long Beach,California,United States,90802,662-555-0113,6/10/1947,Bachelors ,Management,F,M,1,3,0,5,77940
16793,,Savannah,F,Hernandez,,8483 Wilke Drive,,Santa Cruz,California,United States,95062,939-555-0179,5/7/1947,Bachelors ,Management,F,S,1,0,1,2,80465
16794,,Taylor,,Cook,,7610 Pepper Pl.,,Redmond,Washington,United States,98052,862-555-0136,4/20/1947,Bachelors ,Management,F,M,1,0,1,2,73598
16795,,Regina,J,Garcia,,4393 Rossmor Parkway,,Berkeley,California,United States,94704,397-555-0174,5/4/1947,Bachelors ,Management,F,M,1,1,1,4,106000
16796,,Kaitlyn,F,Martin,,6396 Pueblo Dr.,,Sedro Woolley,Washington,United States,98284,463-555-0176,6/5/1948,Partial College,Professional,F,S,1,1,1,2,79629
16797,,Evan,V,Reed,,6566 Tono Lane,,Walla Walla,Washington,United States,99362,735-555-0111,11/18/1948,Partial College,Professional,M,M,0,1,1,2,94724
16798,,Latasha,,Martin,,9613 Smiling Tree Court,,Coronado,California,United States,92118,126-555-0160,5/4/1948,Bachelors ,Management,F,M,1,0,1,2,89212
16799,,Stephanie,,Gonzales,,6119 11th,,Fremont,California,United States,94536,605-555-0110,10/7/1948,Bachelors ,Management,F,M,1,0,1,2,100683
16800,,Jordan,M,Roberts,,1935 Alamo Way,,Langley,British Columbia,Canada,V3A 4R2,115-555-0134,6/21/1949,High School,Professional,F,M,1,2,1,2,44901
16801,,Jasmine,,Henderson,,9956 Mcneil Place,,Bellingham,Washington,United States,98225,183-555-0118,1/22/1949,Partial College,Professional,F,S,1,2,1,2,91319
16802,,Lucas,,Allen,,4422 Mariposa,,Lynnwood,Washington,United States,98036,158-555-0171,7/12/1949,Partial College,Professional,M,S,1,2,1,2,88557
16803,,Marcus,L,Peterson,,9360 S. Fifth St.,,Puyallup,Washington,United States,98371,655-555-0183,7/21/1949,Partial College,Professional,M,M,0,2,1,2,82761
16804,,Adam,W,Zhang,,8297 Dos Encinas,,W. Linn,Oregon,United States,97068,988-555-0176,12/20/1950,High School,Professional,M,M,1,2,1,2,79959
16805,,Fernando,H,Allen,,6456 Eagle Way,,W. Linn,Oregon,United States,97068,638-555-0183,3/14/1950,High School,Professional,M,S,1,2,1,2,89082
16806,,Louis,,Zhao,,1899 Hooftrail Way,,Burlingame,California,United States,94010,100-555-0146,8/4/1950,Partial College,Professional,M,M,1,1,1,2,117656
16807,,Virginia,J,Suri,,6691 Brookview Dr,,Chula Vista,California,United States,91910,468-555-0162,10/5/1950,Partial College,Professional,F,M,1,1,1,2,68715
16808,,Jessica,R,Long,,6566 Jamie Way,,Lincoln Acres,California,United States,91950,674-555-0195,10/4/1950,Partial College,Professional,F,M,0,1,2,4,84984
16809,,Bailey,A,Sanders,,3910 Fawn Glen Circle,,Redwood City,California,United States,94063,532-555-0181,6/24/1950,Partial College,Professional,F,S,1,1,2,4,85539
16810,,Michael,E,Rodriguez,,5053 Loftus Road,,Oak Bay,British Columbia,Canada,V8P,352-555-0170,9/1/1951,High School,Professional,M,M,0,2,1,2,88642
16811,,Luis,R,Zhang,,2538 Stafford Ave,,Tacoma,Washington,United States,98403,679-555-0151,4/19/1951,Partial College,Professional,M,M,1,1,1,2,89579
16812,,Alexa,,Richardson,,6948 Midway Ct,,Imperial Beach,California,United States,91932,764-555-0166,9/13/1951,Partial College,Professional,F,M,1,2,1,2,82914
16813,,Carson,,Diaz,,5050 Mt. Diablo St.,,Lakewood,California,United States,90712,925-555-0122,4/14/1951,Partial College,Professional,M,M,1,2,1,2,99801
16814,,Isabella,D,Collins,,9022 East 87th Street,,National City,California,United States,91950,239-555-0194,8/12/1951,Partial College,Professional,F,S,1,1,2,4,101276
16815,,Jacob,,Brown,,8668 Via Neruda,,Novato,California,United States,94947,588-555-0115,5/10/1951,Partial College,Professional,M,M,1,1,2,4,95199
16816,,Julia,R,Miller,,4002 Willow Pass Dr.,,Redwood City,California,United States,94063,555-555-0194,3/11/1951,Partial College,Professional,F,M,1,1,2,4,87998
16817,,Evan,,Peterson,,4143 Smith Lane,,San Diego,California,United States,92102,197-555-0165,12/20/1951,Partial College,Professional,M,M,1,1,2,4,96264
16818,,Gabrielle,,Reed,,6417 Del Rey St,,Spring Valley,California,United States,91977,659-555-0128,2/3/1951,Partial College,Professional,F,M,1,2,2,4,65198
16819,,Dalton,,Cox,,7684 Grove Way,,Issaquah,Washington,United States,98027,562-555-0158,7/3/1952,Partial College,Professional,M,M,1,2,2,4,97935
16820,,Isabella,,Gray,,6400 St. John Lane,,Port Hammond,British Columbia,Canada,V6B 3P7,438-555-0150,1/13/1952,Partial College,Professional,F,M,1,2,2,5,81907
16821,,Mary,,Carter,,Pascalstr 36,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0143,7/20/1958,Bachelors ,Management,F,M,0,4,3,3,143427
16822,,Marshall,,Lin,,7070 W. Watson Court,,Peterborough,England,United Kingdom,PB12,1 (11) 500 555-0198,11/28/1958,Partial College,Professional,M,M,0,3,3,3,154991
16823,,Stacy,,Ruiz,,5399 Heron Ct.,,Liverpool,England,United Kingdom,L4 4HB,1 (11) 500 555-0123,7/20/1958,Partial College,Professional,F,M,0,4,3,3,140628
16824,,Randall,J,Munoz,,Dunckerstr 3578,,Berlin,Hessen,Germany,12171,1 (11) 500 555-0144,5/17/1957,High School,Professional,M,M,1,4,4,4,158625
16825,,Susan,,Zeng,,Helsenbergbogen 6,,Bottrop,Nordrhein-Westfalen,Germany,46236,1 (11) 500 555-0172,8/4/1957,High School,Professional,F,M,1,4,4,4,124391
16826,,Roberto,A,Vazquez,,Postfach 66 16 11,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0155,11/12/1957,Partial College,Professional,M,M,1,3,4,4,167298
16827,,Jeffery,C,Chen,,1549 Wildewood Dr,,Wokingham,England,United Kingdom,RG41 1QW,1 (11) 500 555-0118,2/18/1957,Bachelors ,Management,M,M,1,3,3,3,166197
16828,,Logan,R,Mitchell,,1874 Virginia Hills Dr.,,Oxford,England,United Kingdom,OX1,1 (11) 500 555-0191,2/10/1956,High School,Professional,M,M,1,2,4,4,158339
16829,,Wayne,C,Lal,,2269 Clear St.,,Runcorn,England,United Kingdom,TY31,1 (11) 500 555-0151,4/27/1956,High School,Professional,M,M,1,2,4,4,145414
16830,,Alexandra,M,Hall,,Lieblingsweg 444,,Solingen,Nordrhein-Westfalen,Germany,42651,1 (11) 500 555-0116,10/21/1955,Partial College,Professional,F,M,1,3,4,4,133187
16831,,Theodore,T,Vazquez,,7490 Sharon Dr,,Gloucestershire,England,United Kingdom,GL7 1RY,1 (11) 500 555-0126,5/12/1955,Partial College,Professional,M,M,1,3,4,4,148810
16832,,Isaiah,J,Parker,,2668 E. 79th Street,,Renton,Washington,United States,98055,156-555-0115,6/12/1932,Graduate Degree,Management,M,S,1,2,0,3,111185
16833,,Richard,L,Cooper,,9023 Maryland Dr.,,Glendale,California,United States,91203,366-555-0187,8/24/1932,Graduate Degree,Management,M,M,1,1,0,3,139006
16834,,Morgan,J,Peterson,,9377 Detroit Ave,,Haney,British Columbia,Canada,V2W 1W2,348-555-0199,7/21/1933,Graduate Degree,Management,F,S,1,2,0,2,66639
16835,,Noah,,Nelson,,7082 45th St,,Burien,Washington,United States,98168,726-555-0124,10/14/1933,Graduate Degree,Management,M,M,1,2,0,4,130145
16836,,David,,Thomas,,6219 Marcia Drive,,Cliffside,British Columbia,Canada,V8Y 1L1,278-555-0197,11/22/1965,Partial College,Professional,M,M,1,3,4,4,128719
16837,,Elizabeth,K,Jackson,,3494 Jamie Way,,Langford,British Columbia,Canada,V9,363-555-0162,10/23/1965,Partial College,Professional,F,M,1,3,4,4,91208
16838,,Jonathan,R,Griffin,,3230 Market Place,,Chula Vista,California,United States,91910,121-555-0113,1/16/1965,Bachelors ,Management,M,S,0,3,2,2,165622
16839,,Julia,F,Ross,,5518 San Rafael,,West Covina,California,United States,91791,716-555-0194,6/19/1965,Graduate Degree,Management,F,M,1,2,0,0,143839
16840,,Xavier,,Torres,,8802 Valley Manor,,Cliffside,British Columbia,Canada,V8Y 1L1,110-555-0149,3/14/1964,Bachelors ,Management,M,M,1,0,3,4,109372
16841,,James,E,Turner,,7848 York Dr.,,Westminster,British Columbia,Canada,V3L 1H4,602-555-0192,11/16/1964,Partial College,Professional,M,M,1,1,3,4,137046
16842,,Jenny,R,Yang,,602 Columbia River Ct,,Burbank,California,United States,91502,885-555-0197,4/9/1964,Bachelors ,Management,F,M,1,4,2,3,120443
16843,,Jimmy,,Ramos,,9817 Cook Street,,Concord,California,United States,94519,256-555-0148,2/16/1964,Graduate Degree,Management,M,S,0,2,2,2,160382
16844,,Emma,C,Robinson,,5377 Sahara Dr.,,Torrance,California,United States,90505,492-555-0160,7/25/1964,Bachelors ,Management,F,M,1,2,1,1,147230
16845,,Andrea,M,Adams,,4767 Detroit Ave.,,West Covina,California,United States,91791,658-555-0193,9/15/1964,Graduate Degree,Management,F,S,0,3,0,0,150963
16846,,James,G,Phillips,,8732 Carob Way,,Langley,British Columbia,Canada,V3A 4R2,200-555-0199,5/9/1963,Partial College,Professional,M,S,1,2,3,4,96916
16847,,Eduardo,,Hall,,8128 Honey Trail Lane,,Newton,British Columbia,Canada,V2M1P1,355-555-0111,3/23/1963,Partial College,Professional,M,M,1,2,3,4,119148
16848,,Jessica,,Thomas,,544 Magda Way,,Newton,British Columbia,Canada,V2L3W8,749-555-0195,4/7/1963,Partial College,Professional,F,S,0,2,3,4,104762
16849,,Jonathan,,Collins,,9808 Holiday Hills,,Victoria,British Columbia,Canada,V8V,319-555-0114,9/28/1963,Partial College,Professional,M,M,1,2,3,4,137571
16850,,Jessica,,Jenkins,,3281 Ana Mile,,Spokane,Washington,United States,99202,433-555-0119,10/2/1963,Partial College,Professional,F,S,0,2,0,0,108705
16851,,Kevin,L,Hayes,,5515 West Bouncing Rd,,Bellflower,California,United States,90706,980-555-0166,4/1/1963,Partial College,Professional,M,S,1,2,2,2,107006
16852,,Kate,,She,,8713 Book Street,,Burlingame,California,United States,94010,815-555-0144,6/7/1963,Bachelors ,Management,F,S,1,4,2,4,138903
16853,,Christina,A,Bailey,,3859 Anchor Ave,,Colma,California,United States,94014,394-555-0181,2/20/1963,Bachelors ,Management,F,S,1,0,3,4,153476
16854,,Seth,L,Adams,,903 West I St,,Woodland Hills,California,United States,91364,472-555-0154,8/27/1963,Graduate Degree,Management,M,M,1,3,0,0,173839
16855,,Evelyn,,Srini,,1348 Montego,,Cliffside,British Columbia,Canada,V8Y 1L1,340-555-0163,11/13/1962,Partial College,Professional,F,M,1,2,4,5,108429
16856,,Erin,,Rivera,,3812 Roundtree Drive,#5,Bremerton,Washington,United States,98312,134-555-0188,12/11/1962,Partial College,Professional,F,M,1,4,4,5,92914
16857,,Lawrence,C,Munoz,,3635 N Ridgewood Drive,,Burien,Washington,United States,98168,396-555-0163,12/18/1962,Partial College,Professional,M,M,1,4,4,5,119395
16858,,Jan,,Lopez,,4214 Willbrook Court,,Everett,Washington,United States,98201,950-555-0171,8/13/1962,Partial College,Professional,F,M,1,3,2,2,96167
16859,,Jack,E,Kumar,,8609 Camino Peral,,Puyallup,Washington,United States,98371,747-555-0113,8/21/1962,Partial College,Professional,M,S,1,3,2,2,116456
16860,,Haley,M,Rogers,,8380 Sheppard Way,,Beverly Hills,California,United States,90210,101-555-0190,3/17/1962,Bachelors ,Management,F,M,1,2,3,3,130578
16861,,Luis,,Sharma,,4207 Madrid Lane,,Lakewood,California,United States,90712,630-555-0138,6/10/1962,Bachelors ,Management,M,S,0,4,2,2,175526
16862,,Timothy,A,Nelson,,7798 Esperanza Drive,,National City,California,United States,91950,267-555-0140,12/20/1962,Bachelors ,Management,M,M,1,4,2,2,172582
16863,,Kaitlyn,W,Clark,,5074 Ulfinian Way,,Beaverton,Oregon,United States,97005,261-555-0195,8/11/1961,Partial College,Professional,F,M,1,3,4,5,101356
16864,,Grace,,Ramirez,,3290 Las Palmas,,Yakima,Washington,United States,98901,414-555-0176,5/6/1961,Partial College,Professional,F,S,1,4,2,3,86513
16865,,Jordyn,,Diaz,,6539 Greenwood Circle,,Coronado,California,United States,92118,988-555-0154,6/6/1961,High School,Professional,F,M,1,4,3,3,142216
16866,,Alexandra,G,Parker,,6159 Argonne Drive,,Grossmont,California,United States,91941,974-555-0142,10/26/1961,Bachelors ,Management,F,M,1,2,3,3,136278
16867,,Katelyn,,King,,6462 Wexford Drive,,Redwood City,California,United States,94063,460-555-0179,8/26/1961,Bachelors ,Management,F,S,0,3,3,3,162879
16868,,Xavier,A,Jackson,,53 Odin Dr,,Spring Valley,California,United States,91977,161-555-0147,2/4/1961,Bachelors ,Management,M,M,0,2,3,3,177913
16869,,Vanessa,B,Patterson,,1949 Bay Court,,Torrance,California,United States,90505,953-555-0152,2/1/1961,Graduate Degree,Management,F,M,1,4,0,0,140793
16870,,Andrea,M,Morgan,,4162 Euclid Ave.,,Langley,British Columbia,Canada,V3A 4R2,743-555-0185,10/2/1955,High School,Professional,F,M,0,2,0,2,69988
16871,,Anna,A,Clark,,2419 Adobe St.,,Santa Monica,California,United States,90401,183-555-0145,2/11/1955,High School,Professional,F,M,1,1,1,2,92254
16872,,Samuel,A,Taylor,,498 Rockford Dr.,,Redwood City,California,United States,94063,345-555-0192,2/27/1954,Partial High School,Skilled Manual,M,M,1,2,0,2,108108
16873,,Damien,A,Deng,,1273 Deetmeadow Way,,Calgary,Alberta,Canada,T2P 2G8,863-555-0114,3/14/1935,High School,Professional,M,M,0,2,0,4,54393
16874,,Leslie,E,Munoz,,7748 Rose Ann Ave,,Concord,California,United States,94519,828-555-0180,9/1/1935,Bachelors ,Management,F,S,1,2,0,4,107778
16875,,Samantha,A,Diaz,,3956 Stonedale,,Coronado,California,United States,92118,125-555-0113,2/27/1935,Bachelors ,Management,F,M,1,2,0,4,110917
16876,,Jackson,,Sharma,,4895 Browse St,,Langford,British Columbia,Canada,V9,487-555-0171,6/5/1936,Partial College,Professional,M,M,0,2,0,3,52297
16877,,Katelyn,W,Adams,,5875 Providence Dr.,,Ballard,Washington,United States,98107,139-555-0154,9/2/1936,Graduate Degree,Management,F,S,1,2,0,2,68332
16878,,Devin,,Young,,8775 Boulevard,,Corvallis,Oregon,United States,97330,595-555-0160,11/19/1936,Graduate Degree,Management,M,S,1,2,0,2,85557
16879,,Morgan,D,Taylor,,5542 Orchard View Ave,,Milwaukie,Oregon,United States,97222,636-555-0114,2/28/1936,Graduate Degree,Management,F,S,1,2,0,2,66317
16880,,Edgar,M,Patel,,1639 Atchinson Stage Ct.,,Chula Vista,California,United States,91910,529-555-0113,11/22/1936,Graduate Degree,Management,M,M,1,2,0,4,122156
16881,,Ruben,A,Alonso,,2419 Adobe St.,,Colma,California,United States,94014,415-555-0124,2/11/1936,Graduate Degree,Management,M,M,1,2,0,4,99668
16882,,Robert,G,Young,,5149 Thissen Court,,Milwaukie,Oregon,United States,97222,980-555-0174,6/15/1960,Partial College,Professional,M,S,1,4,2,3,142771
16883,,Tyler,A,Davis,,3504 Tosco Way,,Lakewood,California,United States,90712,173-555-0136,12/28/1960,High School,Professional,M,S,1,1,4,4,155578
16884,,Richard,J,Miller,,5477 Oak Leaf Ct,,Yakima,Washington,United States,98901,717-555-0188,8/8/1954,High School,Professional,M,M,0,2,0,2,85545
16885,,Garrett,D,Cook,,4815 Lenox Ct.,,Salem,Oregon,United States,97301,294-555-0154,6/6/1954,Partial High School,Skilled Manual,M,M,0,2,0,2,85421
16886,,Aidan,,Flores,,6868 Thornhill Place,,Portland,Oregon,United States,97205,417-555-0130,10/19/1954,Partial High School,Skilled Manual,M,M,1,2,0,2,82055
16887,,Cody,L,Rivera,,8001 Pinetree Court,,Lemon Grove,California,United States,91945,505-555-0153,8/11/1954,Partial High School,Skilled Manual,M,M,1,2,0,2,72099
16888,,Arianna,A,Hughes,,3788 Linden Lane,,El Cajon,California,United States,92020,816-555-0194,2/18/1954,Partial High School,Skilled Manual,F,S,1,2,0,3,59847
16889,,Daniel,R,Rodriguez,,1371 Vancouver Way,,Torrance,California,United States,90505,458-555-0140,9/6/1954,Partial High School,Skilled Manual,M,S,1,2,0,3,86326
16890,,Timothy,,Reed,,8662 Bailey Rd.,,Puyallup,Washington,United States,98371,204-555-0112,3/3/1954,Partial High School,Skilled Manual,M,M,1,2,0,3,72843
16891,,Natalie,,Gonzales,,6155 Wilbur Drive,,National City,California,United States,91950,177-555-0155,11/9/1954,High School,Professional,F,M,1,0,1,3,70451
16892,,Rebecca,,Evans,,6154 Cleveland Rd,,Bellflower,California,United States,90706,280-555-0162,2/10/1954,High School,Professional,F,M,1,0,1,3,79432
16893,,Isaac,M,Howard,,9369 Mt. Tamalpais Pl.,,Walla Walla,Washington,United States,99362,446-555-0112,7/3/1953,Graduate Degree,Management,M,S,1,2,0,3,117379
16894,,Abigail,,Walker,,8193 Pine Creek Way,,Salem,Oregon,United States,97301,918-555-0180,2/12/1953,Graduate Degree,Management,F,S,1,2,0,3,91895
16895,,Chloe,,Gonzales,,5351 N. Civic Dr.,,Lemon Grove,California,United States,91945,853-555-0130,6/15/1952,Partial College,Professional,F,M,0,2,0,3,61299
16896,,Natalie,,Perez,,867 Maria Vega Court,,El Cajon,California,United States,92020,186-555-0118,10/21/1952,Partial College,Professional,F,M,0,2,0,3,41802
16897,,Lauren,A,Torres,,3421 Bouncing Road,,Los Angeles,California,United States,90012,572-555-0185,8/22/1952,Partial College,Professional,F,S,1,2,0,3,50938
16898,,Angel,W,Reed,,7207 Sycamore Dr.,,West Covina,California,United States,91791,820-555-0121,5/10/1952,Partial College,Professional,M,M,0,2,0,3,39537
16899,,Whitney,C,Sanchez,,5543 Royal Arch Court,,Burien,Washington,United States,98168,361-555-0177,10/1/1937,Graduate Degree,Management,F,M,0,4,3,3,146128
16900,,Miguel,R,Jones,,8352 Turning View Cricle Drive,,San Diego,California,United States,92102,947-555-0134,11/21/1937,Graduate Degree,Management,M,M,1,3,4,4,173573
16901,,Ricky,,Munoz,,2594 Breaker Dr,,Concord,California,United States,94519,291-555-0126,10/24/1937,Bachelors ,Management,M,M,1,4,3,3,160828
16902,,Shawn,J,She,,330 Camino Verde,,Burnaby,British Columbia,Canada,V3J 6Z3,118-555-0190,10/7/1938,Bachelors ,Management,M,S,1,2,0,5,129721
16903,,Ian,P,Wright,,4113 Pershing Dr,,Santa Cruz,California,United States,95062,502-555-0164,8/2/1938,Graduate Degree,Management,M,S,1,0,4,4,177242
16904,,Arianna,G,Bailey,,1671 F St.,,Grossmont,California,United States,91941,169-555-0177,7/11/1938,Graduate Degree,Management,F,M,1,0,4,4,146713
16905,,Janet,R,Stewart,,1551 Happy Valley Road,,Imperial Beach,California,United States,91932,673-555-0165,4/10/1938,Bachelors ,Management,F,M,1,4,3,3,141355
16906,,Brittany,,Flores,,6310 Jamie Way,,Oak Bay,British Columbia,Canada,V8P,367-555-0114,8/12/1938,Graduate Degree,Management,F,M,1,4,1,1,140797
16907,,Sarah,J,Hall,,8836 First Ave.,,National City,California,United States,91950,195-555-0135,3/21/1939,Graduate Degree,Management,F,S,1,2,0,4,116852
16908,,Kristi,C,Patel,,507 Sahara Drive,,Burien,Washington,United States,98168,308-555-0116,6/2/1939,Graduate Degree,Management,F,S,1,2,0,4,114831
16909,,Chloe,M,Walker,,2547 San Ramon Road,,Long Beach,California,United States,90802,607-555-0151,11/10/1939,Bachelors ,Management,F,M,1,2,0,5,106753
16910,,Ryan,J,Diaz,,6058 Foothill Way,,Cliffside,British Columbia,Canada,V8Y 1L1,332-555-0195,6/14/1939,Graduate Degree,Management,M,M,1,3,4,4,178671
16911,,Caleb,,Patterson,,482 ViewPoint Court,,Everett,Washington,United States,98201,757-555-0160,4/19/1940,Bachelors ,Management,M,M,1,2,0,5,131797
16912,,Dalton,A,Patterson,,6670 Brook St.,,Olympia,Washington,United States,98501,164-555-0118,3/7/1940,Bachelors ,Management,M,M,0,2,0,5,128523
16913,,Marcus,,Flores,,1453 Asilomar Dr.,,Salem,Oregon,United States,97301,807-555-0178,11/12/1940,Graduate Degree,Management,M,S,1,3,3,3,135036
16914,,Alexandra,K,Campbell,,6939 Hilltop Dr.,,Puyallup,Washington,United States,98371,353-555-0139,10/24/1968,Bachelors ,Management,F,M,1,3,0,3,91713
16915,,Mason,,Phillips,,5279 Glenwood Dr.,,Walla Walla,Washington,United States,99362,124-555-0175,9/6/1968,Bachelors ,Management,M,M,1,3,0,3,139838
16916,,Cheryl,M,Dominguez,,5313 Haynes Court,,Bluffton,South Carolina,United States,29910,271-555-0119,6/23/1968,Graduate Degree,Management,F,S,0,2,1,1,138814
16917,,Brett,B,Subram,,8237 Gibrix Dr.,,Beverly Hills,California,United States,90210,172-555-0150,2/3/1968,Bachelors ,Management,M,M,1,4,1,1,164754
16918,,Alexandria,L,Cox,,8534 Willow Pass Road,,Tacoma,Washington,United States,98403,836-555-0131,8/11/1979,High School,Skilled Manual,F,S,1,2,0,0,40726
16919,,Kaitlin,,Sullivan,,5345 Willow Avenue,,Rhodes,New South Wales,Australia,2138,1 (11) 500 555-0161,10/18/1944,High School,Skilled Manual,F,M,0,2,0,4,18127
16920,,Eduardo,,Stewart,,7036 Las Quebrados Ln.,,Torrance,California,United States,90505,276-555-0114,1/17/1979,Partial College,Skilled Manual,M,M,0,2,0,0,84316
16921,,Edwin,,Jai,,3962 Clyde Street,,Calgary,Alberta,Canada,T2P 2G8,198-555-0136,11/14/1978,High School,Skilled Manual,M,M,1,2,0,0,66104
16922,,Emma,F,Jackson,,8581 Paris Lane,,Bellingham,Washington,United States,98225,191-555-0172,2/2/1978,Partial College,Skilled Manual,F,S,1,1,0,0,49409
16923,,Connor,M,Gonzales,,4672 Euclid Ave,,Kirkland,Washington,United States,98033,187-555-0111,11/9/1978,Partial College,Skilled Manual,M,S,1,1,0,0,51249
16924,,Julia,A,Price,,5888 Salem St.,,Concord,California,United States,94519,649-555-0115,11/5/1978,Partial College,Skilled Manual,F,S,0,2,0,0,67901
16925,,Spencer,W,Patterson,,1069 Ahwanee Lane,,Daly City,California,United States,94015,394-555-0170,7/21/1978,Partial College,Skilled Manual,M,S,0,2,0,0,92209
16926,,Rodney,,Sanz,,302 Via Cordona Ln.,,Hawthorne,Queensland,Australia,4171,1 (11) 500 555-0191,2/26/1945,Partial High School,Clerical,M,M,1,2,1,2,18630
16927,,Rebekah,A,Gonzalez,,8290 Margaret Ct.,,St. Leonards,New South Wales,Australia,2065,1 (11) 500 555-0156,4/21/1945,High School,Skilled Manual,F,M,1,2,0,4,15729
16928,,Bryan,M,Stewart,,7793 Kaski Ln.,,Goulburn,New South Wales,Australia,2580,1 (11) 500 555-0117,10/21/1946,Partial College,Clerical,M,S,1,2,0,2,55210
16929,,Savannah,E,Scott,,7061 Eaker Way,,Hobart,Tasmania,Australia,7001,1 (11) 500 555-0128,6/12/1946,Partial College,Clerical,F,M,0,2,0,2,27161
16930,,Kristen,,Zhao,,7232 Mulberry,,Newcastle,New South Wales,Australia,2300,1 (11) 500 555-0147,7/9/1947,High School,Skilled Manual,F,S,1,2,0,4,20853
16931,,Dalton,J,Lee,,5957 Hill Drive,,Brisbane,Queensland,Australia,4000,1 (11) 500 555-0145,9/14/1947,Partial College,Clerical,M,S,1,2,0,3,54289
16932,,Adam,M,King,,5274 Harvey Way,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0160,7/10/1962,Graduate Degree,Manual,M,M,1,0,0,1,58494
16933,,Donald,B,Arun,,2461 Stephine Way,,Billericay,England,United Kingdom,CM11,1 (11) 500 555-0140,7/22/1962,Graduate Degree,Manual,M,S,1,0,0,1,40727
16934,,Michele,,Vazquez,,4207 Madrid Lane,,London,England,United Kingdom,SE1 8HL,1 (11) 500 555-0113,6/10/1962,Graduate Degree,Manual,F,S,1,0,0,1,32433
16935,,Bruce,R,Perez,,4203 Wildcat Circle,,Maidenhead,England,United Kingdom,SL67RJ,1 (11) 500 555-0175,3/1/1962,Graduate Degree,Clerical,M,S,1,0,0,1,42109
16936,Ms.,Alice,J.,Serventi,,"103, avenue des Champs-Elys_es",,Paris La Defense,Hauts de Seine,France,92081,116-555-0100,8/3/1936,Graduate Degree,Clerical,F,M,1,0,0,1,49410
16937,,Craig,,Rubio,,"66, avenue de Malakoff",,Croix,Nord,France,59170,1 (11) 500 555-0137,8/28/1962,Graduate Degree,Clerical,M,M,1,0,0,5,80340
16938,,Abigail,M,Williams,,6520 Hazelnut Lane,,Newcastle upon Tyne,England,United Kingdom,NT20,1 (11) 500 555-0175,5/11/1958,Bachelors ,Manual,F,S,1,0,0,1,19817
16939,,Bailey,,Evans,,Hauptstr 6039,,Erlangen,Bayern,Germany,91054,1 (11) 500 555-0153,12/10/1957,Partial College,Manual,F,M,1,0,0,1,33794
16940,,Jenny,J,Zeng,,Welt Platz 7,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0134,11/1/1957,Bachelors ,Clerical,F,S,1,0,0,1,28606
16941,,Amy,,Yang,,Hauptstr 6142,,Sulzbach Taunus,Saarland,Germany,66272,1 (11) 500 555-0128,9/19/1956,Partial College,Manual,F,M,1,0,0,2,12976
16942,,Kaitlyn,L,Bennett,,"4, all_e des Princes",,Bobigny,Seine Saint Denis,France,93000,1 (11) 500 555-0153,4/4/1954,Partial College,Manual,F,M,1,1,0,2,14875
16943,,Veronica,R,Garcia,,Wertheimer Stra§e 895,,Darmstadt,Hessen,Germany,64283,1 (11) 500 555-0155,8/28/1938,Bachelors ,Clerical,F,M,1,0,0,1,29498
16944,,Alejandro,E,Raji,,Wertheimer Stra§e 277,,Paderborn,Nordrhein-Westfalen,Germany,33098,1 (11) 500 555-0182,5/7/1938,Bachelors ,Clerical,M,S,1,0,0,1,27660
